Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2960        -162.3005    -170.8026       8.5021  2055.5
1.2970        -162.3113    -170.7864       8.4751  2049.0
1.2980        -162.3217    -170.7434       8.4217  2036.0
1.2990        -162.3316    -170.6719       8.3403  2016.4
1.3000        -162.3406    -170.5710       8.2305  1989.8
1.3010        -162.3482    -170.4422       8.0940  1956.8
1.3020        -162.3542    -170.2904       7.9362  1918.7
1.3030        -162.3586    -170.1237       7.7651  1877.3
1.3040        -162.3612    -169.9519       7.5908  1835.1
1.3050        -162.3620    -169.7858       7.4239  1794.8
1.3060        -162.3612    -169.6362       7.2750  1758.8
1.3070        -162.3589    -169.5130       7.1541  1729.6
1.3080        -162.3556    -169.4248       7.0692  1709.0
1.3090        -162.3517    -169.3777       7.0261  1698.6
1.3100        -162.3477    -169.3733       7.0256  1698.5
1.3110        -162.3441    -169.4068       7.0627  1707.5
1.3120        -162.3410    -169.4688       7.1278  1723.2
1.3130        -162.3387    -169.5466       7.2079  1742.6
1.3140        -162.3370    -169.6265       7.2895  1762.3
1.3150        -162.3359    -169.6964       7.3606  1779.5
1.3160        -162.3351    -169.7483       7.4132  1792.2
1.3170        -162.3346    -169.7790       7.4443  1799.7
1.3180        -162.3345    -169.7883       7.4539  1802.1
1.3190        -162.3346    -169.7769       7.4423  1799.3
1.3200        -162.3346    -169.7441       7.4095  1791.3
1.3210        -162.3344    -169.6892       7.3548  1778.1
1.3220        -162.3337    -169.6103       7.2765  1759.2
1.3230        -162.3322    -169.5057       7.1735  1734.3
1.3240        -162.3295    -169.3744       7.0449  1703.2
1.3250        -162.3256    -169.2176       6.8920  1666.2
1.3260        -162.3203    -169.0365       6.7162  1623.7
1.3270        -162.3130    -168.8322       6.5192  1576.1
1.3280        -162.3031    -168.6105       6.3074  1524.9
1.3290        -162.2904    -168.3856       6.0952  1473.6
1.3300        -162.2751    -168.1812       5.9061  1427.9
1.3310        -162.2577    -168.0276       5.7699  1394.9
1.3320        -162.2393    -167.9576       5.7182  1382.4
1.3330        -162.2215    -167.9974       5.7759  1396.4
1.3340        -162.2057    -168.1561       5.9503  1438.6
1.3350        -162.1933    -168.4180       6.2247  1504.9
1.3360        -162.1842    -168.7443       6.5601  1586.0
1.3370        -162.1781    -169.0860       6.9080  1670.1
1.3380        -162.1745    -169.3994       7.2249  1746.7
1.3390        -162.1732    -169.6539       7.4807  1808.5
1.3400        -162.1734    -169.8342       7.6608  1852.1
1.3410        -162.1744    -169.9409       7.7665  1877.6
1.3420        -162.1761    -169.9883       7.8122  1888.7
1.3430        -162.1783    -169.9976       7.8193  1890.4
1.3440        -162.1808    -169.9899       7.8091  1887.9
1.3450        -162.1839    -169.9812       7.7973  1885.1
1.3460        -162.1876    -169.9774       7.7898  1883.3
1.3470        -162.1916    -169.9752       7.7836  1881.8
1.3480        -162.1957    -169.9652       7.7696  1878.4
1.3490        -162.1994    -169.9366       7.7372  1870.6
1.3500        -162.2026    -169.8809       7.6783  1856.3
1.3510        -162.2049    -169.7938       7.5888  1834.7
1.3520        -162.2059    -169.6762       7.4703  1806.0
1.3530        -162.2055    -169.5346       7.3291  1771.9
1.3540        -162.2037    -169.3789       7.1752  1734.7
1.3550        -162.2004    -169.2194       7.0190  1696.9
1.3560        -162.1955    -169.0664       6.8709  1661.1
1.3570        -162.1893    -168.9305       6.7412  1629.8
1.3580        -162.1820    -168.8198       6.6378  1604.8
1.3590        -162.1739    -168.7393       6.5654  1587.3
1.3600        -162.1653    -168.6903       6.5250  1577.5
1.3610        -162.1562    -168.6718       6.5156  1575.2
1.3620        -162.1470    -168.6830       6.5360  1580.1
1.3630        -162.1378    -168.7236       6.5858  1592.2
1.3640        -162.1290    -168.7954       6.6664  1611.7
1.3650        -162.1212    -168.9004       6.7792  1638.9
1.3660        -162.1147    -169.0388       6.9242  1674.0
1.3670        -162.1098    -169.2073       7.0975  1715.9
1.3680        -162.1067    -169.3992       7.2925  1763.0
1.3690        -162.1059    -169.6056       7.4997  1813.1
1.3700        -162.1071    -169.8147       7.7076  1863.4
1.3710        -162.1103    -170.0145       7.9042  1910.9
1.3720        -162.1153    -170.1952       8.0800  1953.4
1.3730        -162.1220    -170.3495       8.2274  1989.1
1.3740        -162.1304    -170.4700       8.3397  2016.2
1.3750        -162.1394    -170.5502       8.4108  2033.4
1.3760        -162.1486    -170.5885       8.4399  2040.4
1.3770        -162.1577    -170.5911       8.4335  2038.9
1.3780        -162.1671    -170.5678       8.4007  2031.0
1.3790        -162.1769    -170.5237       8.3468  2017.9
1.3800        -162.1864    -170.4572       8.2707  1999.5
1.3810        -162.1953    -170.3625       8.1672  1974.5
1.3820        -162.2028    -170.2337       8.0309  1941.5
1.3830        -162.2084    -170.0692       7.8608  1900.4
1.3840        -162.2116    -169.8761       7.6646  1853.0
1.3850        -162.2124    -169.6709       7.4585  1803.2
1.3860        -162.2112    -169.4753       7.2641  1756.2
1.3870        -162.2084    -169.3106       7.1022  1717.0
1.3880        -162.2045    -169.1929       6.9884  1689.5
1.3890        -162.1999    -169.1304       6.9305  1675.5
1.3900        -162.1950    -169.1241       6.9290  1675.2
1.3910        -162.1902    -169.1703       6.9802  1687.5
1.3920        -162.1858    -169.2639       7.0780  1711.2
1.3930        -162.1823    -169.3993       7.2170  1744.8
1.3940        -162.1801    -169.5725       7.3924  1787.2
1.3950        -162.1796    -169.7805       7.6009  1837.6
1.3960        -162.1815    -170.0197       7.8382  1895.0
1.3970        -162.1860    -170.2833       8.0973  1957.6
1.3980        -162.1934    -170.5603       8.3669  2022.8
1.3990        -162.2035    -170.8357       8.6322  2086.9
1.4000        -162.2163    -171.0936       8.8774  2146.2
1.4010        -162.2313    -171.3192       9.0880  2197.1
1.4020        -162.2482    -171.5002       9.2520  2236.8
1.4030        -162.2665    -171.6276       9.3611  2263.1
1.4040        -162.2857    -171.6961       9.4104  2275.1
1.4050        -162.3052    -171.7042       9.3990  2272.3
1.4060        -162.3244    -171.6539       9.3295  2255.5
1.4070        -162.3427    -171.5502       9.2075  2226.0
1.4080        -162.3596    -171.4010       9.0414  2185.8
1.4090        -162.3750    -171.2162       8.8412  2137.5
1.4100        -162.3885    -171.0054       8.6170  2083.2
1.4110        -162.3998    -170.7772       8.3775  2025.3
1.4120        -162.4088    -170.5394       8.1306  1965.7
1.4130        -162.4155    -170.2979       7.8824  1905.7
1.4140        -162.4198    -170.0576       7.6378  1846.5
1.4150        -162.4215    -169.8221       7.4006  1789.2
1.4160        -162.4208    -169.5960       7.1752  1734.7
1.4170        -162.4176    -169.3849       6.9672  1684.4
1.4180        -162.4124    -169.1954       6.7830  1639.9
1.4190        -162.4054    -169.0341       6.6287  1602.6
1.4200        -162.3969    -168.9064       6.5094  1573.7
1.4210        -162.3875    -168.8152       6.4277  1554.0
1.4220        -162.3774    -168.7612       6.3838  1543.3
1.4230        -162.3669    -168.7424       6.3755  1541.3
1.4240        -162.3563    -168.7565       6.4001  1547.3
1.4250        -162.3460    -168.8007       6.4547  1560.5
1.4260        -162.3362    -168.8729       6.5366  1580.3
1.4270        -162.3274    -168.9702       6.6428  1606.0
1.4280        -162.3198    -169.0883       6.7685  1636.4
1.4290        -162.3136    -169.2208       6.9072  1669.9
1.4300        -162.3087    -169.3596       7.0509  1704.6
1.4310        -162.3052    -169.4972       7.1920  1738.7
1.4320        -162.3031    -169.6260       7.3229  1770.4
1.4330        -162.3023    -169.7389       7.4365  1797.9
1.4340        -162.3026    -169.8290       7.5263  1819.6
1.4350        -162.3037    -169.8908       7.5871  1834.3
1.4360        -162.3052    -169.9208       7.6157  1841.2
1.4370        -162.3068    -169.9187       7.6119  1840.3
1.4380        -162.3083    -169.8861       7.5777  1832.0
1.4390        -162.3095    -169.8254       7.5159  1817.0
1.4400        -162.3101    -169.7399       7.4298  1796.2
1.4410        -162.3097    -169.6335       7.3238  1770.6
1.4420        -162.3082    -169.5115       7.2033  1741.5
1.4430        -162.3053    -169.3807       7.0754  1710.6
1.4440        -162.3009    -169.2503       6.9493  1680.1
1.4450        -162.2952    -169.1310       6.8357  1652.6
1.4460        -162.2884    -169.0347       6.7462  1631.0
1.4470        -162.2810    -168.9718       6.6908  1617.6
1.4480        -162.2733    -168.9493       6.6760  1614.0
1.4490        -162.2658    -168.9684       6.7025  1620.4
1.4500        -162.2590    -169.0248       6.7658  1635.7
1.4510        -162.2529    -169.1095       6.8566  1657.7
1.4520        -162.2478    -169.2110       6.9632  1683.4
1.4530        -162.2437    -169.3166       7.0729  1710.0
1.4540        -162.2405    -169.4146       7.1741  1734.4
1.4550        -162.2381    -169.4957       7.2576  1754.6
1.4560        -162.2363    -169.5547       7.3183  1769.3
1.4570        -162.2349    -169.5899       7.3549  1778.1
1.4580        -162.2337    -169.6033       7.3697  1781.7
1.4590        -162.2325    -169.6007       7.3682  1781.3
1.4600        -162.2311    -169.5892       7.3581  1778.9
1.4610        -162.2298    -169.5774       7.3476  1776.4
1.4620        -162.2284    -169.5729       7.3445  1775.6
1.4630        -162.2272    -169.5817       7.3545  1778.0
1.4640        -162.2262    -169.6070       7.3807  1784.4
1.4650        -162.2257    -169.6491       7.4235  1794.7
1.4660        -162.2256    -169.7068       7.4812  1808.7
1.4670        -162.2259    -169.7779       7.5519  1825.8
1.4680        -162.2269    -169.8614       7.6345  1845.7
1.4690        -162.2286    -169.9576       7.7291  1868.6
1.4700        -162.2314    -170.0668       7.8354  1894.3
1.4710        -162.2355    -170.1869       7.9515  1922.4
1.4720        -162.2409    -170.3138       8.0729  1951.7
1.4730        -162.2475    -170.4410       8.1935  1980.9
1.4740        -162.2554    -170.5618       8.3065  2008.2
1.4750        -162.2644    -170.6695       8.4051  2032.0
1.4760        -162.2746    -170.7566       8.4820  2050.6
1.4770        -162.2856    -170.8139       8.5283  2061.8
1.4780        -162.2970    -170.8321       8.5350  2063.4
1.4790        -162.3082    -170.8030       8.4948  2053.7
1.4800        -162.3188    -170.7225       8.4037  2031.7
1.4810        -162.3285    -170.5889       8.2604  1997.0
1.4820        -162.3368    -170.4020       8.0652  1949.9
1.4830        -162.3429    -170.1633       7.8205  1890.7
1.4840        -162.3460    -169.8782       7.5322  1821.0
1.4850        -162.3458    -169.5587       7.2129  1743.8
1.4860        -162.3421    -169.2240       6.8819  1663.8
1.4870        -162.3348    -168.8985       6.5637  1586.8
1.4880        -162.3244    -168.6092       6.2848  1519.4
1.4890        -162.3116    -168.3815       6.0699  1467.5
1.4900        -162.2972    -168.2351       5.9379  1435.6
1.4910        -162.2821    -168.1806       5.8985  1426.0
1.4920        -162.2672    -168.2182       5.9510  1438.7
1.4930        -162.2533    -168.3384       6.0851  1471.1
1.4940        -162.2410    -168.5240       6.2830  1519.0
1.4950        -162.2308    -168.7534       6.5226  1576.9
1.4960        -162.2229    -169.0032       6.7803  1639.2
1.4970        -162.2173    -169.2515       7.0343  1700.6
1.4980        -162.2139    -169.4804       7.2665  1756.8
1.4990        -162.2123    -169.6773       7.4650  1804.7
1.5000        -162.2125    -169.8361       7.6236  1843.1
