Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
28.0080       -381.3877    -400.6807      19.2930  2332.1
28.0100       -381.3646    -401.0207      19.6561  2376.0
28.0120       -381.3540    -401.4604      20.1063  2430.5
28.0140       -381.3474    -401.8541      20.5067  2478.9
28.0160       -381.3413    -402.1115      20.7702  2510.7
28.0180       -381.3362    -402.2450      20.9088  2527.5
28.0200       -381.3366    -402.3216      20.9850  2536.7
28.0220       -381.3407    -402.3871      21.0464  2544.1
28.0240       -381.3489    -402.4544      21.1056  2551.2
28.0260       -381.3617    -402.4997      21.1380  2555.2
28.0280       -381.3783    -402.4587      21.0804  2548.2
28.0300       -381.3925    -402.2441      20.8516  2520.6
28.0320       -381.3980    -401.7852      20.3872  2464.4
28.0340       -381.3862    -401.0767      19.6905  2380.2
28.0360       -381.3505    -400.2407      18.8902  2283.5
28.0380       -381.3036    -399.5231      18.2195  2202.4
28.0400       -381.2578    -399.0944      17.8366  2156.1
28.0420       -381.2035    -398.9313      17.7278  2142.9
28.0440       -381.1433    -398.9926      17.8493  2157.6
28.0460       -381.0882    -399.2809      18.1927  2199.1
28.0480       -381.0448    -399.7671      18.7223  2263.2
28.0500       -381.0141    -400.3555      19.3414  2338.0
28.0520       -380.9938    -400.9176      19.9238  2408.4
28.0540       -380.9811    -401.3564      20.3753  2463.0
28.0560       -380.9738    -401.6347      20.6609  2497.5
28.0580       -380.9703    -401.7710      20.8007  2514.4
28.0600       -380.9704    -401.8071      20.8367  2518.7
28.0620       -380.9718    -401.7867      20.8149  2516.1
28.0640       -380.9757    -401.7482      20.7725  2511.0
28.0660       -380.9814    -401.6925      20.7111  2503.6
28.0680       -380.9831    -401.5845      20.6014  2490.3
28.0700       -380.9778    -401.4152      20.4374  2470.5
28.0720       -380.9584    -401.2686      20.3102  2455.1
28.0740       -380.9448    -401.3519      20.4071  2466.8
28.0760       -380.9561    -401.7484      20.7923  2513.4
28.0780       -380.9752    -402.2244      21.2492  2568.6
28.0800       -380.9867    -402.5190      21.5323  2602.8
28.0820       -381.0005    -402.5810      21.5804  2608.7
28.0840       -381.0161    -402.4458      21.4297  2590.4
28.0860       -381.0237    -402.1646      21.1410  2555.5
28.0880       -381.0172    -401.8643      20.8470  2520.0
28.0900       -381.0131    -401.7606      20.7475  2508.0
28.0920       -381.0164    -401.9799      20.9635  2534.1
28.0940       -381.0341    -402.4922      21.4581  2593.9
28.0960       -381.0705    -403.1017      22.0311  2663.1
28.0980       -381.1063    -403.4912      22.3849  2705.9
28.1000       -381.1294    -403.4982      22.3689  2704.0
28.1020       -381.1489    -403.2282      22.0793  2669.0
28.1040       -381.1663    -402.8768      21.7105  2624.4
28.1060       -381.1839    -402.6064      21.4225  2589.6
28.1080       -381.2037    -402.4704      21.2667  2570.7
28.1100       -381.2287    -402.4023      21.1736  2559.5
28.1120       -381.2480    -402.2432      20.9952  2537.9
28.1140       -381.2534    -401.8766      20.6232  2492.9
28.1160       -381.2395    -401.3416      20.1020  2429.9
28.1180       -381.2121    -400.8506      19.6385  2373.9
28.1200       -381.1896    -400.6289      19.4392  2349.8
28.1220       -381.1721    -400.7041      19.5321  2361.0
28.1240       -381.1603    -400.9580      19.7977  2393.2
28.1260       -381.1496    -401.2243      20.0747  2426.6
28.1280       -381.1352    -401.3937      20.2585  2448.9
28.1300       -381.1164    -401.4917      20.3753  2463.0
28.1320       -381.1027    -401.6520      20.5494  2484.0
28.1340       -381.1059    -401.9616      20.8557  2521.1
28.1360       -381.1223    -402.3281      21.2058  2563.4
28.1380       -381.1415    -402.5596      21.4181  2589.0
28.1400       -381.1587    -402.5175      21.3588  2581.9
28.1420       -381.1694    -402.1690      20.9996  2538.4
28.1440       -381.1687    -401.5831      20.4145  2467.7
28.1460       -381.1493    -400.9087      19.7594  2388.5
28.1480       -381.1132    -400.3858      19.2726  2329.7
28.1500       -381.0798    -400.2701      19.1903  2319.7
28.1520       -381.0609    -400.6380      19.5771  2366.5
28.1540       -381.0563    -401.3293      20.2730  2450.6
28.1560       -381.0629    -402.0754      21.0125  2540.0
28.1580       -381.0744    -402.6481      21.5737  2607.8
28.1600       -381.0928    -402.9445      21.8517  2641.4
28.1620       -381.1181    -402.9403      21.8222  2637.9
28.1640       -381.1370    -402.6332      21.4962  2598.5
28.1660       -381.1403    -402.1171      20.9768  2535.7
28.1680       -381.1332    -401.6071      20.4739  2474.9
28.1700       -381.1185    -401.3380      20.2194  2444.1
28.1720       -381.1100    -401.4737      20.3637  2461.6
28.1740       -381.1098    -402.0292      20.9194  2528.7
28.1760       -381.1255    -402.9138      21.7883  2633.8
28.1780       -381.1632    -403.9431      22.7799  2753.6
28.1800       -381.2135    -404.8698      23.6563  2859.6
28.1820       -381.2737    -405.5299      24.2562  2932.1
28.1840       -381.3438    -405.8721      24.5283  2965.0
28.1860       -381.4190    -405.8935      24.4744  2958.5
28.1880       -381.4918    -405.6066      24.1148  2915.0
28.1900       -381.5530    -405.0582      23.5052  2841.3
28.1920       -381.6057    -404.3457      22.7400  2748.8
28.1940       -381.6468    -403.5356      21.8888  2645.9
28.1960       -381.6687    -402.6508      20.9821  2536.3
28.1980       -381.6714    -401.7308      20.0593  2424.8
28.2000       -381.6560    -400.8306      19.1746  2317.8
28.2020       -381.6250    -399.9978      18.3727  2220.9
28.2040       -381.5745    -399.2712      17.6967  2139.2
28.2060       -381.5095    -398.7261      17.2166  2081.2
28.2080       -381.4371    -398.4526      17.0155  2056.8
28.2100       -381.3662    -398.5041      17.1379  2071.6
28.2120       -381.3021    -398.8532      17.5511  2121.6
28.2140       -381.2469    -399.4032      18.1563  2194.7
28.2160       -381.2001    -400.0468      18.8468  2278.2
28.2180       -381.1676    -400.7123      19.5447  2362.6
28.2200       -381.1544    -401.3212      20.1668  2437.8
28.2220       -381.1522    -401.7442      20.5920  2489.2
28.2240       -381.1508    -401.8683      20.7175  2504.3
28.2260       -381.1387    -401.7012      20.5624  2485.6
28.2280       -381.1236    -401.4128      20.2892  2452.6
28.2300       -381.1131    -401.1825      20.0695  2426.0
28.2320       -381.1092    -401.0479      19.9387  2410.2
28.2340       -381.1009    -400.9049      19.8040  2393.9
28.2360       -381.0780    -400.6673      19.5893  2368.0
28.2380       -381.0406    -400.4074      19.3669  2341.1
28.2400       -381.0081    -400.3114      19.3032  2333.4
28.2420       -380.9874    -400.4466      19.4592  2352.2
28.2440       -380.9688    -400.7175      19.7486  2387.2
28.2460       -380.9529    -401.0204      20.0675  2425.8
28.2480       -380.9405    -401.3041      20.3637  2461.6
28.2500       -380.9348    -401.5563      20.6214  2492.7
28.2520       -380.9328    -401.7686      20.8357  2518.6
28.2540       -380.9352    -401.9466      21.0115  2539.9
28.2560       -380.9449    -402.1003      21.1555  2557.3
28.2580       -380.9563    -402.2078      21.2516  2568.9
28.2600       -380.9623    -402.2677      21.3054  2575.4
28.2620       -380.9620    -402.3767      21.4147  2588.6
28.2640       -380.9705    -402.7147      21.7442  2628.4
28.2660       -381.0035    -403.3586      22.3551  2702.3
28.2680       -381.0596    -404.1329      23.0733  2789.1
28.2700       -381.1251    -404.7103      23.5853  2851.0
28.2720       -381.1867    -404.8379      23.6512  2859.0
28.2740       -381.2319    -404.4826      23.2507  2810.6
28.2760       -381.2643    -403.8515      22.5872  2730.3
28.2780       -381.2904    -403.2370      21.9466  2652.9
28.2800       -381.3157    -402.8258      21.5100  2600.1
28.2820       -381.3370    -402.6244      21.2875  2573.2
28.2840       -381.3538    -402.5549      21.2012  2562.8
28.2860       -381.3661    -402.5308      21.1647  2558.4
28.2880       -381.3762    -402.4975      21.1212  2553.1
28.2900       -381.3873    -402.4305      21.0432  2543.7
28.2920       -381.3974    -402.2934      20.8960  2525.9
28.2940       -381.4015    -402.0459      20.6443  2495.5
28.2960       -381.3953    -401.6955      20.3002  2453.9
28.2980       -381.3791    -401.3216      19.9425  2410.7
28.3000       -381.3563    -401.0434      19.6871  2379.8
28.3020       -381.3313    -400.9764      19.6451  2374.7
28.3040       -381.3096    -401.1907      19.8811  2403.2
28.3060       -381.2965    -401.6954      20.3990  2465.8
28.3080       -381.3032    -402.4268      21.1236  2553.4
28.3100       -381.3266    -403.2090      21.8825  2645.2
28.3120       -381.3619    -403.8271      22.4652  2715.6
28.3140       -381.4007    -404.1217      22.7210  2746.5
28.3160       -381.4369    -404.0515      22.6146  2733.7
28.3180       -381.4666    -403.6919      22.2253  2686.6
28.3200       -381.4910    -403.1775      21.6865  2621.5
28.3220       -381.5115    -402.6150      21.1035  2551.0
28.3240       -381.5237    -402.0257      20.5020  2478.3
28.3260       -381.5210    -401.3772      19.8562  2400.2
28.3280       -381.4929    -400.6905      19.1975  2320.6
28.3300       -381.4535    -400.1197      18.6663  2256.4
28.3320       -381.4124    -399.8157      18.4033  2224.6
28.3340       -381.3684    -399.8161      18.4477  2230.0
28.3360       -381.3295    -400.0906      18.7610  2267.8
28.3380       -381.2993    -400.5422      19.2429  2326.1
28.3400       -381.2775    -401.0328      19.7553  2388.0
28.3420       -381.2674    -401.4277      20.1603  2437.0
28.3440       -381.2583    -401.5978      20.3395  2458.6
28.3460       -381.2445    -401.5124      20.2678  2450.0
28.3480       -381.2208    -401.2811      20.0603  2424.9
28.3500       -381.1933    -401.1309      19.9376  2410.1
28.3520       -381.1708    -401.2984      20.1277  2433.0
28.3540       -381.1677    -401.8952      20.7275  2505.5
28.3560       -381.1890    -402.8011      21.6121  2612.5
28.3580       -381.2272    -403.7099      22.4827  2717.7
28.3600       -381.2701    -404.3199      23.0498  2786.3
28.3620       -381.3146    -404.4928      23.1782  2801.8
28.3640       -381.3570    -404.2539      22.8968  2767.8
28.3660       -381.3996    -403.7013      22.3017  2695.8
28.3680       -381.4264    -402.8961      21.4697  2595.3
28.3700       -381.4315    -401.9437      20.5122  2479.5
28.3720       -381.4084    -401.0413      19.6329  2373.2
28.3740       -381.3657    -400.5343      19.1686  2317.1
28.3760       -381.3520    -400.7320      19.3800  2342.7
28.3780       -381.3589    -401.4116      20.0527  2424.0
28.3800       -381.3669    -402.0815      20.7146  2504.0
28.3820       -381.3733    -402.3992      21.0259  2541.6
28.3840       -381.3611    -402.2826      20.9216  2529.0
28.3860       -381.3468    -401.9537      20.6068  2491.0
28.3880       -381.3359    -401.6781      20.3422  2459.0
28.3900       -381.3369    -401.5786      20.2416  2446.8
28.3920       -381.3394    -401.5432      20.2038  2442.2
28.3940       -381.3324    -401.3912      20.0588  2424.7
28.3960       -381.3093    -401.0710      19.7616  2388.8
28.3980       -381.2790    -400.7088      19.4298  2348.7
28.4000       -381.2475    -400.4747      19.2272  2324.2
28.4020       -381.2200    -400.4620      19.2420  2326.0
28.4040       -381.1973    -400.6567      19.4594  2352.3
28.4060       -381.1794    -400.9696      19.7902  2392.3
28.4080       -381.1685    -401.2929      20.1244  2432.6
28.4100       -381.1576    -401.5377      20.3801  2463.6
28.4120       -381.1472    -401.6935      20.5463  2483.6
28.4140       -381.1362    -401.8291      20.6929  2501.4
28.4160       -381.1375    -402.0530      20.9154  2528.3
28.4180       -381.1522    -402.3550      21.2028  2563.0
28.4200       -381.1717    -402.6026      21.4309  2590.6
28.4220       -381.1930    -402.6683      21.4753  2595.9
28.4240       -381.2090    -402.4739      21.2649  2570.5
28.4260       -381.2128    -402.0348      20.8220  2517.0
28.4280       -381.2000    -401.4908      20.2908  2452.8
28.4300       -381.1780    -401.0820      19.9041  2406.0
28.4320       -381.1636    -401.0137      19.8501  2399.5
28.4340       -381.1640    -401.2634      20.0994  2429.6
28.4360       -381.1661    -401.5911      20.4249  2469.0
28.4380       -381.1619    -401.7854      20.6235  2493.0
28.4400       -381.1538    -401.8075      20.6537  2496.6
28.4420       -381.1478    -401.7369      20.5891  2488.8
28.4440       -381.1425    -401.6669      20.5244  2481.0
28.4460       -381.1371    -401.6690      20.5319  2481.9
28.4480       -381.1350    -401.7835      20.6485  2496.0
28.4500       -381.1414    -401.9923      20.8508  2520.5
28.4520       -381.1532    -402.1934      21.0403  2543.4
28.4540       -381.1647    -402.2584      21.0936  2549.8
28.4560       -381.1705    -402.1120      20.9415  2531.4
28.4580       -381.1660    -401.7873      20.6214  2492.7
28.4600       -381.1529    -401.4284      20.2755  2450.9
28.4620       -381.1397    -401.2057      20.0660  2425.6
28.4640       -381.1314    -401.1927      20.0613  2425.0
28.4660       -381.1275    -401.3257      20.1982  2441.6
28.4680       -381.1251    -401.4660      20.3409  2458.8
28.4700       -381.1187    -401.4989      20.3802  2463.6
28.4720       -381.1070    -401.4028      20.2958  2453.4
28.4740       -381.0929    -401.2386      20.1457  2435.2
28.4760       -381.0777    -401.0882      20.0105  2418.9
28.4780       -381.0609    -401.0212      19.9602  2412.8
28.4800       -381.0494    -401.0849      20.0356  2421.9
28.4820       -381.0446    -401.2560      20.2115  2443.2
28.4840       -381.0436    -401.4434      20.3998  2465.9
28.4860       -381.0411    -401.5507      20.5096  2479.2
28.4880       -381.0348    -401.5507      20.5159  2480.0
28.4900       -381.0226    -401.5175      20.4949  2477.4
28.4920       -381.0100    -401.6014      20.5914  2489.1
28.4940       -381.0043    -401.9438      20.9395  2531.2
28.4960       -381.0178    -402.5861      21.5682  2607.2
28.4980       -381.0464    -403.3892      22.3428  2700.8
28.5000       -381.0848    -404.1637      23.0788  2789.8
28.5020       -381.1372    -404.7930      23.6557  2859.5
28.5040       -381.2056    -405.1738      23.9682  2897.3
28.5060       -381.2725    -405.1817      23.9092  2890.1
28.5080       -381.3362    -404.7758      23.4396  2833.4
28.5100       -381.3885    -403.9733      22.5848  2730.1
28.5120       -381.4130    -402.8588      21.4458  2592.4
28.5140       -381.4075    -401.6568      20.2493  2447.7
28.5160       -381.3848    -400.6736      19.2888  2331.6
28.5180       -381.3575    -400.1216      18.7641  2268.2
28.5200       -381.3313    -400.0041      18.6728  2257.2
28.5220       -381.3039    -400.1524      18.8484  2278.4
28.5240       -381.2754    -400.3680      19.0926  2307.9
28.5260       -381.2462    -400.5203      19.2742  2329.9
28.5280       -381.2163    -400.5663      19.3500  2339.0
28.5300       -381.1862    -400.5315      19.3454  2338.5
28.5320       -381.1581    -400.4669      19.3088  2334.1
28.5340       -381.1304    -400.4054      19.2751  2330.0
28.5360       -381.1060    -400.3518      19.2458  2326.4
28.5380       -381.0807    -400.2591      19.1784  2318.3
28.5400       -381.0485    -400.0812      19.0327  2300.7
28.5420       -381.0122    -399.8316      18.8194  2274.9
28.5440       -380.9699    -399.5645      18.5946  2247.7
28.5460       -380.9251    -399.3584      18.4333  2228.2
28.5480       -380.8797    -399.2724      18.3927  2223.3
28.5500       -380.8330    -399.3363      18.5033  2236.7
28.5520       -380.7914    -399.5585      18.7671  2268.6
28.5540       -380.7551    -399.9048      19.1497  2314.8
28.5560       -380.7287    -400.3273      19.5986  2369.1
28.5580       -380.7125    -400.7630      20.0505  2423.7
28.5600       -380.7045    -401.1329      20.4283  2469.4
28.5620       -380.6980    -401.3677      20.6697  2498.6
28.5640       -380.6905    -401.4793      20.7887  2513.0
28.5660       -380.6827    -401.5679      20.8852  2524.6
28.5680       -380.6785    -401.7804      21.1019  2550.8
28.5700       -380.6955    -402.2037      21.5083  2599.9
28.5720       -380.7288    -402.6891      21.9603  2654.6
28.5740       -380.7631    -402.9892      22.2261  2686.7
28.5760       -380.7980    -402.9672      22.1692  2679.8
28.5780       -380.8218    -402.6023      21.7805  2632.8
28.5800       -380.8335    -402.0128      21.1793  2560.2
28.5820       -380.8284    -401.4064      20.5780  2487.5
28.5840       -380.8181    -401.0182      20.2001  2441.8
28.5860       -380.8054    -401.0097      20.2043  2442.3
28.5880       -380.8023    -401.4293      20.6270  2493.4
28.5900       -380.8097    -402.1795      21.3698  2583.2
28.5920       -380.8404    -403.0813      22.2409  2688.5
28.5940       -380.8906    -403.8374      22.9467  2773.8
28.5960       -380.9412    -404.1393      23.1980  2804.2
28.5980       -380.9830    -403.8746      22.8917  2767.2
28.6000       -381.0147    -403.1435      22.1288  2674.9
28.6020       -381.0329    -402.1320      21.0991  2550.5
28.6040       -381.0274    -401.0424      20.0150  2419.4
28.6060       -381.0012    -400.1132      19.1120  2310.3
28.6080       -380.9664    -399.5512      18.5848  2246.5
28.6100       -380.9289    -399.4296      18.5007  2236.4
28.6120       -380.8891    -399.7071      18.8180  2274.7
28.6140       -380.8553    -400.3360      19.4808  2354.8
28.6160       -380.8499    -401.2365      20.3865  2464.3
28.6180       -380.8606    -402.1540      21.2934  2574.0
28.6200       -380.8759    -402.8365      21.9606  2654.6
28.6220       -380.8994    -403.1965      22.2972  2695.3
28.6240       -380.9278    -403.2429      22.3150  2697.5
28.6260       -380.9535    -403.0211      22.0676  2667.5
28.6280       -380.9736    -402.6178      21.6442  2616.4
28.6300       -380.9897    -402.1305      21.1408  2555.5
28.6320       -380.9989    -401.6144      20.6155  2492.0
28.6340       -380.9970    -401.0852      20.0882  2428.3
28.6360       -380.9817    -400.5620      19.5803  2366.9
28.6380       -380.9562    -400.0922      19.1360  2313.2
28.6400       -380.9225    -399.7296      18.8072  2273.4
28.6420       -380.8816    -399.5242      18.6426  2253.5
28.6440       -380.8399    -399.5187      18.6789  2257.9
28.6460       -380.8015    -399.7175      18.9160  2286.6
28.6480       -380.7711    -400.0757      19.3045  2333.5
28.6500       -380.7480    -400.5062      19.7582  2388.4
28.6520       -380.7353    -400.9145      20.1792  2439.3
28.6540       -380.7336    -401.1923      20.4588  2473.1
28.6560       -380.7389    -401.2041      20.4652  2473.8
28.6580       -380.7401    -400.8119      20.0718  2426.3
28.6600       -380.7269    -399.9522      19.2252  2324.0
28.6620       -380.6832    -398.6897      18.0065  2176.6
28.6640       -380.6083    -397.2729      16.6646  2014.4
28.6660       -380.5020    -396.0871      15.5852  1883.9
28.6680       -380.3914    -395.5572      15.1658  1833.3
28.6700       -380.2916    -395.8496      15.5580  1880.7
28.6720       -380.1973    -396.8319      16.6346  2010.8
28.6740       -380.1287    -398.3292      18.2006  2200.1
28.6760       -380.0971    -400.1090      20.0119  2419.1
28.6780       -380.1075    -401.8374      21.7299  2626.7
28.6800       -380.1397    -403.1463      23.0066  2781.0
28.6820       -380.1857    -403.8277      23.6420  2857.9
28.6840       -380.2240    -403.9044      23.6804  2862.5
28.6860       -380.2633    -403.6609      23.3976  2828.3
28.6880       -380.3080    -403.4005      23.0925  2791.4
28.6900       -380.3534    -403.2802      22.9268  2771.4
28.6920       -380.4030    -403.3423      22.9392  2772.9
28.6940       -380.4610    -403.5160      23.0550  2786.9
28.6960       -380.5206    -403.6339      23.1133  2793.9
28.6980       -380.5724    -403.5376      22.9652  2776.0
28.7000       -380.6069    -403.2062      22.5994  2731.8
28.7020       -380.6321    -402.8020      22.1699  2679.9
28.7040       -380.6595    -402.5225      21.8630  2642.8
28.7060       -380.6948    -402.4114      21.7166  2625.1
28.7080       -380.7289    -402.3195      21.5906  2609.9
28.7100       -380.7511    -402.0720      21.3209  2577.3
28.7120       -380.7553    -401.6142      20.8589  2521.4
28.7140       -380.7416    -401.0646      20.3230  2456.7
28.7160       -380.7269    -400.6423      19.9153  2407.4
28.7180       -380.7158    -400.4625      19.7467  2387.0
28.7200       -380.7043    -400.4928      19.7885  2392.0
28.7220       -380.6893    -400.6507      19.9614  2412.9
28.7240       -380.6771    -400.8938      20.2168  2443.8
28.7260       -380.6704    -401.1889      20.5185  2480.3
28.7280       -380.6648    -401.4987      20.8339  2518.4
28.7300       -380.6672    -401.8236      21.1564  2557.4
28.7320       -380.6704    -402.1791      21.5088  2600.0
28.7340       -380.6880    -402.6192      21.9311  2651.0
28.7360       -380.7220    -403.1137      22.3916  2706.7
28.7380       -380.7632    -403.5319      22.7687  2752.3
28.7400       -380.8059    -403.7652      22.9594  2775.3
28.7420       -380.8462    -403.8058      22.9595  2775.4
28.7440       -380.8861    -403.7413      22.8552  2762.7
28.7460       -380.9281    -403.6545      22.7264  2747.2
28.7480       -380.9698    -403.5623      22.5924  2731.0
28.7500       -381.0112    -403.4556      22.4444  2713.1
28.7520       -381.0470    -403.3144      22.2674  2691.7
28.7540       -381.0742    -403.1541      22.0799  2669.0
28.7560       -381.0963    -403.0514      21.9550  2653.9
28.7580       -381.1189    -403.0880      21.9690  2655.6
28.7600       -381.1443    -403.3007      22.1564  2678.3
28.7620       -381.1779    -403.6818      22.5039  2720.3
28.7640       -381.2249    -404.1492      22.9243  2771.1
28.7660       -381.2843    -404.5367      23.2525  2810.8
28.7680       -381.3489    -404.6442      23.2953  2815.9
28.7700       -381.4001    -404.3156      22.9155  2770.0
28.7720       -381.4248    -403.6098      22.1850  2681.7
28.7740       -381.4343    -402.8292      21.3950  2586.2
28.7760       -381.4418    -402.2795      20.8377  2518.9
28.7780       -381.4527    -402.0669      20.6142  2491.9
28.7800       -381.4687    -402.0640      20.5953  2489.6
28.7820       -381.4787    -402.0059      20.5272  2481.3
28.7840       -381.4733    -401.7002      20.2268  2445.0
28.7860       -381.4513    -401.1520      19.7007  2381.4
28.7880       -381.4166    -400.5247      19.1081  2309.8
28.7900       -381.3783    -400.0190      18.6408  2253.3
28.7920       -381.3423    -399.7302      18.3879  2222.7
28.7940       -381.2966    -399.6324      18.3358  2216.4
28.7960       -381.2444    -399.7341      18.4898  2235.1
28.7980       -381.1952    -400.1128      18.9176  2286.8
28.8000       -381.1676    -400.8195      19.6519  2375.5
28.8020       -381.1653    -401.7311      20.5658  2486.0
28.8040       -381.1785    -402.5703      21.3918  2585.8
28.8060       -381.1974    -403.0827      21.8852  2645.5
28.8080       -381.2239    -403.1483      21.9243  2650.2
28.8100       -381.2470    -402.7325      21.4854  2597.2
28.8120       -381.2543    -401.8880      20.6337  2494.2
28.8140       -381.2335    -400.8021      19.5686  2365.5
28.8160       -381.1936    -399.7918      18.5982  2248.2
28.8180       -381.1445    -399.1425      17.9980  2175.6
28.8200       -381.0985    -398.9719      17.8734  2160.5
28.8220       -381.0568    -399.1759      18.1191  2190.2
28.8240       -381.0146    -399.5382      18.5236  2239.1
28.8260       -380.9722    -399.8898      18.9175  2286.8
28.8280       -380.9310    -400.1799      19.2489  2326.8
28.8300       -380.8979    -400.4514      19.5534  2363.6
28.8320       -380.8768    -400.7375      19.8607  2400.8
28.8340       -380.8644    -401.0090      20.1446  2435.1
28.8360       -380.8554    -401.2062      20.3508  2460.0
28.8380       -380.8462    -401.3044      20.4582  2473.0
28.8400       -380.8370    -401.3433      20.5062  2478.8
28.8420       -380.8328    -401.3947      20.5620  2485.5
28.8440       -380.8362    -401.4808      20.6446  2495.5
28.8460       -380.8419    -401.5355      20.6936  2501.5
28.8480       -380.8473    -401.4683      20.6209  2492.7
28.8500       -380.8454    -401.2234      20.3780  2463.3
28.8520       -380.8290    -400.8395      20.0105  2418.9
28.8540       -380.8018    -400.4752      19.6734  2378.1
28.8560       -380.7742    -400.3242      19.5500  2363.2
28.8580       -380.7544    -400.4855      19.7311  2385.1
28.8600       -380.7476    -400.8921      20.1445  2435.1
28.8620       -380.7513    -401.3377      20.5864  2488.5
28.8640       -380.7574    -401.5897      20.8323  2518.2
28.8660       -380.7567    -401.5180      20.7612  2509.6
28.8680       -380.7444    -401.1719      20.4276  2469.3
28.8700       -380.7197    -400.7683      20.0486  2423.5
28.8720       -380.6949    -400.5940      19.8991  2405.4
28.8740       -380.6842    -400.8294      20.1453  2435.2
28.8760       -380.6887    -401.4235      20.7347  2506.4
28.8780       -380.7065    -402.1581      21.4516  2593.1
28.8800       -380.7352    -402.7769      22.0418  2664.4
28.8820       -380.7629    -403.0989      22.3360  2700.0
28.8840       -380.7926    -403.1045      22.3119  2697.1
28.8860       -380.8206    -402.8648      22.0443  2664.7
28.8880       -380.8440    -402.4888      21.6448  2616.4
28.8900       -380.8594    -402.0572      21.1978  2562.4
28.8920       -380.8636    -401.6377      20.7741  2511.2
28.8940       -380.8638    -401.3145      20.4507  2472.1
28.8960       -380.8613    -401.1036      20.2423  2446.9
28.8980       -380.8560    -400.9446      20.0886  2428.3
28.9000       -380.8390    -400.7795      19.9405  2410.4
28.9020       -380.8178    -400.6441      19.8263  2396.6
28.9040       -380.7966    -400.6112      19.8146  2395.2
28.9060       -380.7815    -400.7196      19.9380  2410.1
28.9080       -380.7705    -400.9381      20.1676  2437.9
28.9100       -380.7628    -401.2132      20.4504  2472.1
28.9120       -380.7607    -401.5036      20.7429  2507.4
28.9140       -380.7622    -401.7816      21.0194  2540.8
28.9160       -380.7687    -402.0471      21.2784  2572.1
28.9180       -380.7805    -402.3112      21.5307  2602.6
28.9200       -380.7976    -402.5784      21.7808  2632.9
28.9220       -380.8240    -402.8340      22.0100  2660.6
28.9240       -380.8575    -403.0106      22.1530  2677.9
28.9260       -380.8885    -403.0200      22.1316  2675.3
28.9280       -380.9120    -402.8533      21.9413  2652.3
28.9300       -380.9284    -402.6075      21.6791  2620.6
28.9320       -380.9444    -402.4299      21.4855  2597.2
28.9340       -380.9588    -402.4230      21.4642  2594.6
28.9360       -380.9792    -402.6265      21.6473  2616.7
28.9380       -381.0119    -402.9782      21.9664  2655.3
28.9400       -381.0491    -403.3101      22.2610  2690.9
28.9420       -381.0789    -403.4858      22.4069  2708.6
28.9440       -381.1023    -403.5436      22.4413  2712.7
28.9460       -381.1319    -403.6323      22.5004  2719.9
28.9480       -381.1704    -403.8264      22.6560  2738.7
28.9500       -381.2157    -404.0810      22.8653  2764.0
28.9520       -381.2667    -404.2775      23.0108  2781.5
28.9540       -381.3200    -404.2722      22.9522  2774.5
28.9560       -381.3632    -403.9586      22.5954  2731.3
28.9580       -381.3955    -403.3503      21.9548  2653.9
28.9600       -381.4211    -402.5241      21.1030  2550.9
28.9620       -381.4287    -401.5162      20.0874  2428.2
28.9640       -381.4096    -400.3807      18.9711  2293.2
28.9660       -381.3675    -399.2562      17.8887  2162.4
28.9680       -381.2940    -398.3294      17.0354  2059.2
28.9700       -381.2007    -397.9159      16.7152  2020.5
28.9720       -381.1356    -398.2866      17.1510  2073.2
28.9740       -381.0968    -399.2304      18.1336  2192.0
28.9760       -381.0607    -400.2730      19.2123  2322.4
28.9780       -381.0354    -401.1310      20.0955  2429.2
28.9800       -381.0217    -401.7175      20.6957  2501.7
28.9820       -381.0215    -402.0401      21.0186  2540.7
28.9840       -381.0244    -402.1176      21.0932  2549.8
28.9860       -381.0180    -402.0353      21.0174  2540.6
28.9880       -381.0119    -401.9992      20.9874  2537.0
28.9900       -381.0163    -402.1888      21.1725  2559.3
28.9920       -381.0365    -402.6229      21.5864  2609.4
28.9940       -381.0696    -403.1399      22.0703  2667.9
28.9960       -381.1044    -403.5177      22.4133  2709.3
28.9980       -381.1356    -403.6511      22.5155  2721.7
29.0000       -381.1682    -403.5788      22.4105  2709.0
29.0020       -381.2031    -403.3665      22.1633  2679.1
29.0040       -381.2266    -403.0407      21.8141  2636.9
29.0060       -381.2379    -402.6847      21.4468  2592.5
29.0080       -381.2506    -402.4349      21.1843  2560.8
29.0100       -381.2669    -402.3244      21.0575  2545.4
29.0120       -381.2788    -402.2696      20.9908  2537.4
29.0140       -381.2878    -402.1883      20.9005  2526.5
29.0160       -381.2927    -402.0347      20.7420  2507.3
29.0180       -381.2950    -401.7901      20.4950  2477.5
29.0200       -381.2918    -401.4332      20.1414  2434.7
29.0220       -381.2777    -400.9638      19.6861  2379.7
29.0240       -381.2503    -400.4475      19.1972  2320.6
29.0260       -381.2153    -400.0045      18.7891  2271.2
29.0280       -381.1719    -399.7343      18.5624  2243.8
29.0300       -381.1237    -399.7253      18.6016  2248.6
29.0320       -381.0852    -400.0455      18.9603  2291.9
29.0340       -381.0581    -400.6582      19.6000  2369.3
29.0360       -381.0444    -401.4522      20.4079  2466.9
29.0380       -381.0416    -402.3130      21.2714  2571.3
29.0400       -381.0563    -403.1779      22.1216  2674.1
